"tipo_producto","marca","nombre_comercial","denominacion_venta","rnpa",""
"22","Mapsacuber","No registra","Baño de repostería fantasía blanco libre de gluten","21-110053",""
"22","Cubersuiz","No registra","Baño de repostería fantasía blanco libre de gluten","21-110046",""
"2","Mapsa","No registra","Pasta de relleno para repostería sabor chocolate blanco libre de gluten. Uso industrial exclusivo","21-110044",""
"22","Mapsacuber","No registra","Baño de repostería con leche libre de gluten","21-110043",""
"22","Cubersuiz","No registra","Baño de repostería semiamargo libre de gluten","21-110041",""
"22","Mapsacuber","No registra","Baño de repostería semiamargo libre de gluten","21-110040",""
"49","Manfrey","No registra","Queso muzzarella libre de gluten","21-110038",""
"33","Naturalcellic","No registra","Galletitas de chocolate con chips de chocolate libre de gluten","21-110012",""
"21","Primor","No registra","Arroz parboil tipo largo fino calidad 00000 - Libre de gluten","21-110002",""
"15","Franz","Choky Choc","Alimento a base de cacao desgrasado, azúcar y almidón, sabor vainilla libre de gluten","21-109997",""
"36","San Regim","No registra","Leche en polvo descremada de disolución instantánea libre de gluten","21-109993",""
"49","Día","No registra","Queso fundido con queso fontina para untar, queso procesado por ultra alta temperatura libre de gluten","21-109973",""
"23","La Sanita","No registra","Pizza de tomate y queso congelada libre de gluten","21-109972",""
"2","Mapsa","Granizado Blanco","Baño de repostería fantasía blanco para heladería libre de gluten. Uso industrial exclusivo","21-109966",""
"23","La Sanita","Milanesa Napolitana","Milanesa cocida de carne vacuna con jamón cocido, queso y tomate congelada libre de gluten","21-109958",""
"23","La Sanita","No registra","Tarta de jamón y queso congelada libre de gluten","21-109957",""
"29","Successo","No registra","Dulce de leche libre de gluten ","21-109915",""
"49","Día","No registra","Queso Danbo reducido en contenido graso libre de gluten","21-109912",""
"14","Dulzuras de Ada","No registra","Barra de baño de repostería semiamargo rellena con pasta de maní libre de gluten","21-109894",""
"21","Calidad es primer precio","No registra","Arroz tipo largo fino pulido quebrado libre de gluten","21-109868",""
"21","Calidad es primer precio","No registra","Arroz parboil tipo largo fino calidad 00000 libre de gluten","21-109864",""
"21","Calidad es primer precio","No registra","Arroz glaseado tipo largo fino calidad 00000 libre de gluten","21-109847",""
"21","Calidad es primer precio","No registra","Arroz glaseado tipo largo fino calidad 0000 libre de gluten","21-109838",""
"21","Calidad es primer precio","No registra","Arroz integral tipo largo fino calidad 00000 libre de gluten","21-109837",""
"49","Sancor","No registra","Queso danbo libre de gluten","21-109836",""
"55","CBSé","Con Guaraná","Yerba mate elaborada con palo, con hierbas, extracto seco de guaraná, aromatiza con menthol saborizada con guaraná libre de gluten","21-109834",""
"33","Naturalcelic","No registra","Galletitas dulces con chips de chocolate libre de gluten","21-109802",""
"4","Angiola","No registra","Alfajor relleno con dulce de leche libre de gluten","21-109801",""
"33","Naturalcelic","No registra","Galletitas dulces sabor naranja libre de gluten","21-109791",""
"33","Arropop","No registra","Galletas de arroz integral con semillas de lino, chía, sésamo y amaranto libre de gluten","21-109749",""
"48","1 2 3 Listo!","Volcán de chocolate","Premezcla en polvo con chocolate para preparar postre libre de gluten","21-109724",""
"23","1 2 3 Listo!","No registra","Producto a base de papa para preparar puré libre de gluten","21-109723",""
"26","Regional","No registra","Conserva de frutillas elegidas libre de gluten","21-109683",""
"47","Mangiamo sin gluten","No registra","Medialuna dulce congelada libre de gluten","21-109620",""
"43","Mangiamo sin gluten","No registra","Pan congelado libre de gluten","21-109619",""
"43","Mangiamo sin gluten","No registra","Pan molde congelado libre de gluten","21-109611",""
"29","Bakels","No registra","Dulce de leche repostero con chocolate libre de gluten - Libre de gluten","21-109595",""
"7","Enfabebé 3","No registra","Leche modificada en polvo para niños libre de gluten","21-109592",""
"1","Abedul","No registra","Aceite de maíz - Libre de gluten ","02-519714",""
"2","Argenlac","No registra","Suero de queso en polvo parcialmente desmineralizado (40%) - No higroscópico - Libre de gluten","02-569277",""
"4","Amaratotto","No registra","Alfajor de arroz  con relleno tipo mousse sabor dulce de leche cubierto con baño de repostería semiamargo - Libre de gluten","02-595948",""
"4","Gallo Snacks","No registra","Alfajor de arroz con relleno con dulce de leche cubierto con baño de repostería fantasía blanco con sabor a vainilla - Libre de gluten - Chococrunch de arroz","02-596819",""
"4","Chocoarroz","No registra","Alfajor de arroz con relleno con maní cubierto con baño de repostería con leche - Libre de gluten","02-595726",""
"4","Amaratotto","No registra","Alfajor de arroz con relleno tipo mousse sabor limón, cubierto con baño de repostería semiamargo - Libre de gluten","02-595982",""
"4","Cachafaz","No registra","Alfajor de arroz relleno con mousse de chocolate con cobertura de chocolate blanco - Libre de gluten","02-567823",""
"6","La Serenísima Baby 2","No registra","Fórmula de continuación en polvo, para lactantes de 6 a 12 meses de edad. Libre de gluten","02-596187",""
"8","Vital AR","No registra","Alimento para propósitos médicos específicos, en polvo, con nucleótidos y ácidos grasos poliinsaturados de cadena larga, para lactantes. Libre de gluten","02-595828",""
"11","La Serenísima - Más","No registra","Alimento a base de leche entera baja en lactosa fortificada con calcio ,con dulce de leche, homogeneizado UAT, fortificado con zinc, vitaminas A, B1, B2, B3, B6, B9, B12, ácido pantoténico, biotina, D y C. Fuente de hierro - Libre de gluten","02-596064",""
"11","La Serenísima - Más","No registra","Alimento a base de leche entera baja en lactosa fortificada con calcio y preparado de café mocca blanco, homogeneizado UAT, fortificado con zinc, vitaminas A, B1, B2, B3, B6, B9, B12, ácido pantoténico, biotina, D y C. Fuente de hierro - Libre de gluten","02-596062",""
"11","La Serenísima - Más","No registra","Alimento a base de leche entera baja en lactosa fortificada con calcio y preparado de café mocca, homogeneizado UAT, fortificado con zinc, vitaminas A, B1, B2, B3, B6, B9, B12, ácido pantoténico, biotina, D y C- Fuente de hierro - Libre de gluten - Light","02-596066",""
"11","La Serenísima - Más","No registra","Alimento a base de leche entera baja en lactosa fortificada con calcio y preparado de café, homogeneizado UAT, fortificado con zinc, vitaminas A, B1, B2, B3, B6, B9, B12, ácido pantoténico, biotina, D y C. Fuente de hierro - Libre de gluten","02-596065",""
"11","Seremix","No registra","Alimento a base de leche parcialmente descremada reducida en lactosa homogeneizado ultrapasteurizado fortificado en calcio, vitamina A, D y C con jugo de frutas tropicales (naranja, durazno, banana, mango) fuente de hierro - Libre de gluten","02-596019",""
"11","Seremix","No registra","Alimento a base de leche parcialmente descremada reducida en lactosa, homogeneizado ultrapasteurizado, fortificado con calcio, vitaminas A, D y C, con jugo de frutilla -Fuente de hierro - Libre de gluten","02-596023",""
"11","Seremix","No registra","Alimento a base de leche parcialmente descremada reducida en lactosa, homogeneizado ultrapasteurizado, fortificado con calcio, vitaminas A, D y C, con preparado de melón. Fuente de hierro - Libre de gluten","02-596020",""
"13","Ades","No registra","Alimento de soja líquido dietético bajas calorías con jugo de naranja y mandarina, fortificado con vitaminas E, C, B1, B2, B3, B6, B12 y zinc - Libre de gluten","02-596307",""
"13","Sierra de los Padres","No registra","Bebida sin alcohol dietética gasificada con 10 % de jugo de naranja, sabor naranja-pomelo. Bajas calorías. Libre de gluten","02-595538",""
"13","Sierra de los Padres","No registra","Bebida sin alcohol dietética gasificada con 5 % de jugo de limón, sabor pomelo rosado, bajas calorías, libre de gluten","02-595544",""
"14","Codeland","No registra","Chocolate blanco dietético de bajo valor glucídico - Libre de gluten","02-596859",""
"14","Codeland","No registra","Chocolate con leche dietético de bajo valor glucídico - Libre de gluten","02-596861",""
"14","Codeland","No registra","Chocolate dietético de bajo valor glucídico - Libre de gluten","02-596865",""
"15","Pérgola","No registra","Alimento a base de azúcar y cacao amargo, libre de gluten - Cocona - Polvo para preparar chocolatada","02-595944",""
"15","Pérgola","No registra","Cacao amargo libre de gluten","02-595945",""
"18","Guatan","No registra","Caramelos blandos de leche cremosos - Libre de gluten","02-532076",""
"20","Susana Dieta","No registra","Alimento a base de cereales, manzana deshidratada, castañas de cajú y canela libre de gluten - Granola con manzana y canela libre de gluten","02-595833",""
"21","Pérgola","No registra","Almidón de maíz - Libre de gluten","02-512398",""
"49","Legado argentino","No registra","Queso azul libre de gluten","21-109578",""
"49","Parmalat","Light","Queso por salut reducido en grasas totales libre de gluten","21-109566",""
"1","Cocinero","No registra","Aceite de girasol alto oleico libre de gluten - Libre de gluten","21-109540",""
"2","Bahía","No registra","Preparado de arándanos para repostería libre de gluten","21-109539",""
"51","Vidalac","No registra","Aderezo a base de queso rallado y harina de arroz fortificado con vitamina D y con agregado de vitamina A libre de gluten","21-109522",""
"2","Regional","No registra","Preparado a base de pulpa de maracuyá con semillas para heladería libre de gluten","21-109508",""
"23","Mangiamo sin gluten","No registra","Pizza de queso mozzarella y cebolla congelada libre de gluten","21-109495",""
"52","Productos LeQ","Tutucas color","Maíz inflado dulce saborizado libre de gluten","21-109494",""
"2","Mapsa","No registra","Pasta de relleno con queso libre de gluten uso industrial exclusivo","21-109453",""
"52","Murphy","Chizitos","Extrusado a base de harina de maíz sabor queso libre de gluten","21-109445",""
"52","Murphy","Pizzitas","Producto de copetín libre de gluten","21-109444",""
"52","LeQ","Tutucas","Maíz inflado dulce libre de gluten","21-109441",""
"52","Murphy","Tubitos","Extrusado a base de harina de maíz sabor a queso libre de gluten","21-109435",""
"52","LeQ","Tubitos","Extrusado a base de harina de maíz libre de gluten","21-109434",""
"52","Murphy","Tutucas","Maíz inflado dulce libre de gluten","21-109433",""
"52","Murphy","Puflitos","Extrusado a base de harina de maíz sabor tutti frutti libre de gluten","21-109431",""
"18","Pietrobon","No registra","Caramelos masticables sabor yogurt con arándano libre de gluten","27-21-109416",""
"49","S & P","No registra","Queso cremoso - Libre de gluten","21-109411",""
"30","Trini","No registra","Edulcorante de mesa en polvo a base de esteviósido libre de gluten","21-109408",""
"30","Ecopp","No registra","Endulzante de mesa en polvo a base de esteviósido libre de gluten","21-109379",""
"42","Ceral","Mermidiet","Mermelada de arándanos dietética reducida en calorías libre de gluten","21-109352",""
"42","Ceral","Mermidiet","Mermelada de frutos del bosque dietética reducida en calorías libre de gluten","21-109351",""
"39","Nani","Polvo para hornear","Polvo leudante químico para repostería libre de gluten","21-110410",""
"21","Bunge","Arroz Integral","Arroz integral tipo largo fino calidad 00000 libre de gluten","21-110370",""
"4","Happy Food","No registra","Alfajor con relleno de dulce de leche cubierto con baño de repostería libre de gluten","21-110366",""
"4","Happy Food","No registra","Alfajor con relleno de maní cubierto con baño de repostería libre de gluten","21-110361",""
"4","Happy Food","No registra","Alfajor con relleno de chocolate cubierto con baño de repostería libre de gluten","21-110359",""
"1","Alsamar","No registra","Aceite de girasol alto oleico libre de gluten","21-110318",""
"21","Ganofi","No registra","Mezcla para preparar bizcochuelo sabor vainilla libre de gluten","21-110312",""
"21","Ganofi","No registra","Mezcla para preparar bizcochuelo con chocolate libre de gluten","21-110311",""
"36","Cotar","No registra","Leche en polvo entera instantánea fortificada con hierro, zinc y vitamina C - Libre de gluten","21-110307",""
"52","Patagonia Grains","Palitos de maíz con sabor a queso","Extrusado a base de harina de maíz sabor queso libre de gluten","21-110305",""
"21","Jumbo Más Calidad","No registra","Arroz blanco tipo largo fino calidad 00000 libre de gluten","21-110289",""
"21","Vea Junto a Vos","No registra","Arroz blanco tipo largo fino calidad 00000 libre de gluten","21-110288",""
"36","Cooperativa de Trabajo Nuevo Amanecer Limitada","No registra","Leche en polvo descremada instantánea fortificada con vitaminas A y D libre de gluten","21-110255",""
"21","Solazteca","No registra","Harina de lino - Libre de gluten","02-595792",""
"21","For Good","No registra","Mezcla de semillas de girasol y zapallo tostadas y saladas con sabor a oliva - Libre de gluten - Mix snack oliva","02-595844",""
"21","For Good","No registra","Mezcla de semillas de girasol y zapallo tostadas y saladas con sabor a tomate y orégano - Libre de gluten","02-596026",""
"21","Biofegma","No registra","Mezcla para preparar bizcochuelo sabor chocolate libre de gluten - Bizcochuelo sabor chocolate libre de gluten","02-595618",""
"21","Biofegma","No registra","Mezcla para preparar bizcochuelo sabor vainilla - Bizcochuelo sabor vainilla libre de gluten","02-595659",""
"21","Dale Vida","No registra","Mix de frutas europeo (castañas de cajú - nueces mariposa - almendras peladas - avellanas - pasas de uva - pasas de uva rubia) - Libre de gluten","02-595835",""
